window,horizon,MAE,RMSE,MASE,WQL
0,1,57.09576571519208,83.02555803106111,0.2976755291924301,0.07756027565777596
0,2,30.975040022734625,50.104518339727825,0.15527685173490557,0.08391276970810164
0,3,24.18843839122991,36.890806120993744,0.12552183098427336,0.10374744890328833
0,4,25.278535729466064,38.75192513685881,0.1181746164299583,0.14638817511462335
0,5,23.042738376964223,32.838197045872874,0.11708685286015193,0.1426193060932166
0,6,25.82898136865009,43.851180227043585,0.12249979950418172,0.10453455305246244
0,7,150.88817865776292,250.9867525168668,0.6086958114908387,0.1520690002584592
0,8,431.5540164147467,644.2110314039435,1.9298566427119983,0.21973313710559478
0,9,393.55449573943264,547.3472786339527,1.8811308706085235,0.16620482792116983
0,10,266.5689695728389,387.40926630162653,1.2456560053256172,0.10792015329655322
0,11,128.03560454031492,197.205764508554,0.5915505945514967,0.05335346599770534
0,12,165.0809765726418,234.1362356375996,0.7667518270456906,0.06131165792582359
0,13,161.6597283534923,227.9331123262227,0.7611870956117655,0.05821534228684179
0,14,136.9718182437634,205.43108902974862,0.6387060009966293,0.046360567294094185
0,15,139.7269657598092,222.699667189096,0.61140434163117,0.045785197630390594
0,16,158.98900605459062,250.81568800038931,0.7168212673819206,0.057566841864951784
0,17,192.44660620098747,377.45290797030833,0.8327021580777725,0.0821957726313018
0,18,241.29199179190175,450.1563847224261,1.0817537611270835,0.09453436031493118
0,19,202.5223659840841,334.7311605897878,0.8893509361305014,0.07021167301264905
0,20,178.2564943931721,271.7498926646244,0.80299112675627,0.06367105565188884
0,21,98.29496128369891,156.5921721499687,0.4859270630213264,0.04332544839683455
0,22,76.14087914360894,118.77246001634305,0.37433211464530847,0.040993712016093545
0,23,85.75573004624634,125.59932550503083,0.38910362161460815,0.05488232046278524
0,24,148.45751506921016,239.61466000455843,0.6359189841893065,0.14022718261694686
0,25,150.7590330176078,215.65134127483716,0.6606436456482645,0.22239763841594407
0,26,45.754318744394354,76.26820624444439,0.2199913507874949,0.11887943291934755
0,27,26.918276851946132,51.77040170709687,0.12935059749213138,0.1106042663338697
0,28,30.258901316945146,45.27021601152922,0.14028825383859353,0.1504472512250136
0,29,26.885426962123535,41.28846184813393,0.12423182282725213,0.13964050452821428
